Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep,Name
270,OTU270,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,HQ671905.1.1452,g_Synechococcus
1317,OTU1317,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU268101.1.1448,f_SAR116 clade
157,OTU157,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663941.1.1275,g_Synechococcus
2033,OTU2033,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Candidatus Branchiomonas,JQ062722.1.1500,g_Candidatus Branchiomonas
244,OTU244,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802272.1.1376,f_Surface 1
237,OTU237,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664000.1.1252,g_Synechococcus
178,OTU178,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EF572892.1.1439,o_SAR11 clade
1999,OTU1999,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,EU799222.1.1502,g_Litoricola
653,OTU653,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802562.1.1451,o_SAR11 clade
122,OTU122,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY664073.1.1228,f_Surface 1
149,OTU149,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802480.1.1262,o_SAR11 clade
415,OTU415,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802678.1.1443,f_Surface 1
251,OTU251,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802279.1.1371,f_Surface 1
228,OTU228,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803007.1.1326,o_SAR11 clade
390,OTU390,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803152.1.1452,o_SAR11 clade
204,OTU204,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802684.1.1366,o_SAR11 clade
91,OTU91,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF574990.1.1439,f_Surface 1
81,OTU81,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803052.1.1425,g_Prochlorococcus
111,OTU111,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JX945354.1.1385,g_Prochlorococcus
89,OTU89,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU802874.1.1450,g_uncultured
163,OTU163,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU804864.1.1440,g_Prochlorococcus
181,OTU181,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802905.1.1437,o_SAR11 clade
173,OTU173,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802700.1.1447,f_Surface 1
110,OTU110,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU237319.1.1311,g_Prochlorococcus
189,OTU189,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803160.1.1450,g_Prochlorococcus
36,OTU36,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EF572710.1.1498,f_SAR86 clade
158,OTU158,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802391.1.1436,f_Surface 1
166,OTU166,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU802460.1.1406,f_SAR116 clade
187,OTU187,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802840.1.1440,o_SAR11 clade
330,OTU330,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663890.1.1225,g_Synechococcus
332,OTU332,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803123.1.1448,g_Prochlorococcus
198,OTU198,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EF574440.1.1446,g_uncultured
239,OTU239,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802915.1.1434,o_SAR11 clade
274,OTU274,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803176.1.1376,g_Prochlorococcus
315,OTU315,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664136.1.1218,g_Synechococcus
450,OTU450,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664189.1.1285,g_Synechococcus
602,OTU602,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,AY907754.1.1353,o_KI89A clade
694,OTU694,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY726846.1.1215,g_Synechococcus
1387,OTU1387,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,GU305788.1.1476,g_Prochlorococcus
674,OTU674,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664178.1.1215,g_Synechococcus
69,OTU69,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802707.1.1478,f_OCS155 marine group
96,OTU96,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU119298.1.1407,g_Synechococcus
160,OTU160,Bacteria,Cyanobacteria,Chloroplast,,,,EF574484.1.1444,c_Chloroplast
99,OTU99,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF571973.1.1459,f_Surface 1
269,OTU269,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663999.1.1259,g_Synechococcus
318,OTU318,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU061586.1.1437,g_Synechococcus
392,OTU392,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU941055.1.1253,g_Synechococcus
703,OTU703,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,EU237332.1.1322,g_Synechococcus
699,OTU699,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JQ347444.1.1436,g_Prochlorococcus
598,OTU598,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663936.1.1224,g_Synechococcus
876,OTU876,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,FJ999604.1.1348,f_uncultured
490,OTU490,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GQ377778.1.1232,g_Synechococcus
569,OTU569,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663935.1.1244,g_Synechococcus
340,OTU340,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EF573115.1.1498,o_SAR11 clade
895,OTU895,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664059.1.1278,g_Synechococcus
646,OTU646,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EF572962.1.1462,o_SAR324 clade(Marine group B)
120,OTU120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,EU237468.1.1312,g_uncultured
874,OTU874,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,GQ377828.1.1263,g_ZD0417 marine group
57,OTU57,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY664104.1.1218,f_Surface 1
531,OTU531,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AACY023939069.20.1514,o_SAR324 clade(Marine group B)
303,OTU303,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AY726885.1.1230,o_SAR324 clade(Marine group B)
90,OTU90,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,GQ337263.1.1438,g_AEGEAN-169 marine group
618,OTU618,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY726833.1.1216,g_Synechococcus
106,OTU106,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY726930.1.1212,f_Surface 1
1122,OTU1122,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,GQ377812.1.1253,f_Sva0996 marine group
311,OTU311,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ673514.1.1438,o_SAR11 clade
2518,OTU2518,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,GQ377804.1.1273,g_Oceanobacter
370,OTU370,Bacteria,Cyanobacteria,Chloroplast,,,,AY663945.1.1231,c_Chloroplast
62,OTU62,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803081.1.1252,o_SAR11 clade
118,OTU118,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU940748.1.1341,f_Surface 1
1002,OTU1002,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU802445.1.1460,o_SAR324 clade(Marine group B)
102,OTU102,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234735.1.1317,f_Surface 1
971,OTU971,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,HQ671844.1.1443,g_Prochlorococcus
860,OTU860,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664005.1.1223,g_Synechococcus
570,OTU570,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JQ062702.1.1447,g_Prochlorococcus
388,OTU388,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,FukuN18 freshwater group,,HQ673751.1.1453,f_FukuN18 freshwater group
603,OTU603,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,AY726929.1.1212,f_Deep 1
374,OTU374,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ672799.1.1447,o_SAR11 clade
1045,OTU1045,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,AY726933.1.1255,o_E01-9C-26 marine group
213,OTU213,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672889.1.1533,f_SAR406 clade(Marine group A)
437,OTU437,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673078.1.1511,f_SAR406 clade(Marine group A)
147,OTU147,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF572384.1.1486,g_Marinoscillum
426,OTU426,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802768.1.1494,f_OCS155 marine group
297,OTU297,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802612.1.1434,f_Surface 2
107,OTU107,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EF573001.1.1489,g_Sufflavibacter
255,OTU255,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EU802718.1.1501,g_Sufflavibacter
1088,OTU1088,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ396017.1.1548,g_Pseudoalteromonas
336,OTU336,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EU802565.1.1482,g_Marinoscillum
412,OTU412,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU802319.1.1452,g_Prochlorococcus
501,OTU501,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,HQ672724.1.1498,f_Surface 2
180,OTU180,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802980.1.1373,o_SAR11 clade
589,OTU589,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EF572059.1.1446,f_SAR116 clade
352,OTU352,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY726942.1.1230,g_Alteromonas
2372,OTU2372,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,CP001103.480922.482242,g_Alteromonas
845,OTU845,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,FJ497554.1.1456,g_Alteromonas
606,OTU606,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GQ377798.1.1238,g_Alteromonas
281,OTU281,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU235719.1.1348,f_Surface 1
361,OTU361,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800195.1.1400,f_Surface 1
999,OTU999,Bacteria,Proteobacteria,Elev-16S-509,,,,EF575095.1.1460,c_Elev-16S-509
983,OTU983,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY664172.1.1229,g_Alteromonas
700,OTU700,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY727010.1.1237,g_Alteromonas
815,OTU815,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,JX537832.1.1385,o_SAR11 clade
583,OTU583,Bacteria,Cyanobacteria,Chloroplast,,,,EF574673.1.1448,c_Chloroplast
745,OTU745,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,FJ745057.1.1366,g_Marinoscillum
949,OTU949,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,marine group,FJ745172.1.1390,g_marine group
769,OTU769,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020428427.340.1780,f_Marine Group II
758,OTU758,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800540.1.1371,g_Candidatus Pelagibacter
522,OTU522,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU801104.1.1437,f_Surface 1
3149,OTU3149,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,FJ826163.1.1477,g_Alteromonas
1890,OTU1890,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EF646149.1.1472,f_OCS155 marine group
174,OTU174,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY664015.1.1220,f_Surface 1
707,OTU707,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FJ744819.1.1371,f_SAR86 clade
365,OTU365,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800190.1.1369,g_Candidatus Pelagibacter
594,OTU594,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800040.1.1438,f_Surface 1
407,OTU407,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234909.1.1324,f_Surface 1
617,OTU617,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU799834.1.1421,f_Surface 1
1429,OTU1429,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU394556.1.1501,f_SAR86 clade
868,OTU868,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,EU802820.1.1447,g_Achromobacter
296,OTU296,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,GQ337163.1.1448,f_Deep 1
571,OTU571,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,HQ673415.1.1504,g_Sufflavibacter
192,OTU192,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY726917.1.1225,f_Surface 1
489,OTU489,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684345.1.1446,f_Surface 1
534,OTU534,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EU802872.1.1478,g_Marinoscillum
527,OTU527,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ163172.1.1373,f_JL-ETNP-Y6
290,OTU290,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,GQ337098.1.1445,g_AEGEAN-169 marine group
1072,OTU1072,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,FJ615186.1.1437,o_SAR324 clade(Marine group B)
1079,OTU1079,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,EU695223.1.1461,g_Pseudomonas
512,OTU512,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802572.1.1439,f_Surface 1
200,OTU200,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674246.1.1475,o_SAR324 clade(Marine group B)
1452,OTU1452,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,DQ396346.1.1452,g_Pseudomonas
1169,OTU1169,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,FJ745009.1.1372,g_Leptospirillum
1159,OTU1159,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,GQ346427.1.1433,f_ZD0405
1589,OTU1589,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,AY726848.1.1212,f_Sva0996 marine group
619,OTU619,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SUP05 cluster,,GQ350128.1.1378,f_SUP05 cluster
515,OTU515,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573194.1.1484,g_Marinoscillum
349,OTU349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EF572123.1.1446,g_uncultured
265,OTU265,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU802302.1.1503,o_SAR324 clade(Marine group B)
188,OTU188,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802434.1.1365,o_SAR11 clade
208,OTU208,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802983.1.1388,f_Surface 1
726,OTU726,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,EU800621.1.1499,g_Thiobacillus
718,OTU718,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,HQ672840.1.1446,f_ZD0405
596,OTU596,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ375276.1.1509,f_SAR406 clade(Marine group A)
1209,OTU1209,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,AY726938.1.1253,f_JL-ETNP-Y6
1172,OTU1172,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,HQ673602.1.1482,f_ZD0405
1462,OTU1462,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,HQ672823.1.1517,g_Pseudospirillum
798,OTU798,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GQ377787.1.1230,g_Alteromonas
1043,OTU1043,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY663974.1.1239,g_Alteromonas
690,OTU690,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672405.1.1502,f_SAR406 clade(Marine group A)
398,OTU398,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673461.1.1475,f_JL-ETNP-Y6
1214,OTU1214,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673284.1.1501,f_JL-ETNP-Y6
458,OTU458,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673606.1.1474,f_JL-ETNP-Y6
305,OTU305,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,AACY020552977.734.2233,g_Marinoscillum
954,OTU954,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020147130.655.2082,f_Marine Group II
680,OTU680,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GQ337287.1.1463,o_SAR324 clade(Marine group B)
495,OTU495,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803003.1.1436,o_SAR11 clade
760,OTU760,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673662.1.1479,o_SAR324 clade(Marine group B)
1091,OTU1091,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673649.1.1502,f_JL-ETNP-Y6
814,OTU814,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673975.1.1471,f_JL-ETNP-Y6
1445,OTU1445,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,JN166345.1.1477,o_SAR324 clade(Marine group B)
955,OTU955,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ351150.1.1514,f_SAR406 clade(Marine group A)
765,OTU765,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,HQ673627.1.1507,o_E01-9C-26 marine group
252,OTU252,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU802656.1.1455,g_Prochlorococcus
366,OTU366,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,GU940994.1.1354,f_Surface 2
1501,OTU1501,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,DQ396134.1.1533,g_Sufflavibacter
632,OTU632,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,DQ396007.1.1499,g_Halomonas
1554,OTU1554,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,DQ396014.1.1476,g_uncultured
743,OTU743,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673563.1.1480,o_SAR324 clade(Marine group B)
832,OTU832,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673107.1.1420,o_SAR324 clade(Marine group B)
1773,OTU1773,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Zunongwangia,DQ396290.1.1472,g_Zunongwangia
685,OTU685,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672544.1.1260,o_SAR324 clade(Marine group B)
856,OTU856,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674197.1.1511,o_SAR324 clade(Marine group B)
1188,OTU1188,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,DQ396094.1.1483,o_SAR324 clade(Marine group B)
250,OTU250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU802534.1.1442,g_uncultured
253,OTU253,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802299.1.1228,o_SAR11 clade
1567,OTU1567,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726966.1.1272,g_Pseudoalteromonas
3256,OTU3256,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY723742.1.1419,g_Pseudoalteromonas
578,OTU578,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664277.1.1248,g_Pseudoalteromonas
2521,OTU2521,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ497422.1.1440,g_Pseudoalteromonas
377,OTU377,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802911.1.1434,f_Surface 2
1018,OTU1018,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,,HQ672389.1.1475,f_MNG7
1248,OTU1248,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,HQ672275.1.1501,f_uncultured
963,OTU963,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673598.1.1478,o_SAR324 clade(Marine group B)
1021,OTU1021,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672971.1.1481,o_SAR324 clade(Marine group B)
1174,OTU1174,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673559.1.1477,o_SAR324 clade(Marine group B)
1471,OTU1471,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673891.1.1502,f_JL-ETNP-Y6
1388,OTU1388,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673022.1.1510,f_SAR406 clade(Marine group A)
1012,OTU1012,Bacteria,Proteobacteria,Gammaproteobacteria,34P16,,,FJ745229.1.1369,o_34P16
2230,OTU2230,Bacteria,Proteobacteria,Gammaproteobacteria,34P16,,,GU451626.1.1246,o_34P16
71,OTU71,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672001.1.1446,c_Chloroplast
586,OTU586,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672070.1.1444,c_Chloroplast
223,OTU223,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671819.1.1446,c_Chloroplast
258,OTU258,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671921.1.1443,c_Chloroplast
453,OTU453,Bacteria,Cyanobacteria,Chloroplast,,,,EF574684.1.1421,c_Chloroplast
1856,OTU1856,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY664182.1.1269,g_Alteromonas
